@relation itdoesntmatter-weka.filters.unsupervised.attribute.Remove-R8-221

@attribute line_number numeric
@attribute num_words numeric
@attribute median_word_length numeric
@attribute mean_word_length numeric
@attribute journal_name {arxiv,jdm,plos}
@attribute expert_annotator numeric
@attribute section_name {abstract,introduction}
@attribute AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH0AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute class_label {AIM,BASE,CONT,OWN,MISC}

@data
3,22,5,5.272727,plos,0,abstract,PRT,DET,NOUN,.,PRON,VERB,NOUN,NOUN,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,NOUN,ADJ,NOUN,ADP,DET,DET,ADP,NOUN,ADJ,NOUN,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,NOUN,NOUN,VERB,PRON,.,NOUN,DET,PRT,OWN
4,19,6,5.421053,plos,0,abstract,NOUN,NOUN,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,VERB,VERB,.,VERB,ADP,ADJ,NOUN,NOUN,.,CONJ,ADJ,ADJ,CONJ,.,NOUN,NOUN,ADJ,ADP,VERB,.,VERB,VERB,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,NOUN,NOUN,OWN
5,13,6,5.923077,plos,0,abstract,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,VERB,ADP,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,ADP,VERB,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,OWN
6,25,5,6.08,plos,0,abstract,ADV,.,DET,ADV,VERB,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,PRT,VERB,ADV,VERB,ADP,DET,ADJ,ADJ,ADJ,ADJ,DET,ADP,VERB,ADV,VERB,PRT,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,ADV,DET,.,ADV,OWN
7,21,7,6.142857,plos,0,introduction,ADP,DET,NOUN,.,DET,NOUN,ADP,ADJ,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,DET,ADJ,NOUN,ADP,DET,NOUN,NOUN,DET,ADP,NOUN,ADJ,DET,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADJ,ADP,NOUN,DET,.,NOUN,DET,ADP,MISC
8,34,7,6.088235,plos,0,introduction,VERB,NOUN,ADP,DET,ADJ,NOUN,VERB,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,ADJ,NOUN,.,ADP,DET,DET,ADP,.,NOUN,ADJ,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,VERB,NOUN,ADJ,DET,ADP,NOUN,VERB,MISC
9,48,6,5.895833,plos,0,introduction,ADP,DET,ADJ,NOUN,DET,VERB,VERB,PRON,VERB,.,ADP,NOUN,.,VERB,ADJ,NOUN,NOUN,ADP,ADJ,ADP,ADP,ADJ,ADP,NOUN,NOUN,ADJ,VERB,.,NOUN,ADP,.,VERB,PRON,VERB,VERB,DET,NOUN,ADJ,DET,ADP,MISC
10,30,6,5.933333,plos,0,introduction,ADP,ADP,ADJ,NOUN,.,ADJ,NOUN,VERB,DET,ADJ,ADJ,NOUN,DET,VERB,ADP,DET,ADV,ADJ,NOUN,ADP,ADP,NOUN,ADJ,ADV,DET,ADP,VERB,DET,NOUN,ADJ,ADJ,DET,VERB,NOUN,ADJ,.,NOUN,ADJ,ADP,ADP,MISC
11,23,5,5.565217,plos,0,introduction,DET,VERB,ADP,NOUN,ADP,NOUN,NOUN,VERB,ADV,VERB,NOUN,.,CONJ,DET,NOUN,VERB,VERB,VERB,ADP,NOUN,NOUN,ADP,VERB,VERB,VERB,NOUN,DET,CONJ,.,NOUN,VERB,ADV,VERB,NOUN,NOUN,ADP,NOUN,ADP,VERB,DET,MISC
12,17,7,6.823529,plos,0,introduction,ADV,.,ADJ,NOUN,VERB,VERB,ADJ,NOUN,CONJ,NOUN,NOUN,ADJ,ADP,PRON,ADJ,NOUN,NOUN,NOUN,.,?,?,.,NOUN,NOUN,NOUN,ADJ,PRON,ADP,ADJ,NOUN,NOUN,CONJ,NOUN,ADJ,VERB,VERB,NOUN,ADJ,.,ADV,MISC
13,33,5,5.939394,plos,0,introduction,VERB,PRT,DET,NOUN,NOUN,NOUN,.,NOUN,VERB,ADV,VERB,VERB,ADP,VERB,ADJ,NOUN,.,ADJ,ADP,DET,DET,ADP,ADJ,.,NOUN,ADJ,VERB,ADP,VERB,VERB,ADV,VERB,NOUN,.,NOUN,NOUN,NOUN,DET,PRT,VERB,MISC
14,42,5,5.047619,plos,0,introduction,DET,NOUN,ADP,NOUN,ADP,VERB,NOUN,NOUN,VERB,ADP,PRON,VERB,VERB,PRT,DET,NOUN,ADP,NOUN,NOUN,ADP,ADP,NOUN,NOUN,ADP,NOUN,DET,PRT,VERB,VERB,PRON,ADP,VERB,NOUN,NOUN,VERB,ADP,NOUN,ADP,NOUN,DET,MISC
15,38,6,5.473684,plos,0,introduction,DET,NOUN,NOUN,NOUN,ADP,ADV,VERB,NOUN,ADP,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,.,DET,VERB,NOUN,NOUN,VERB,DET,.,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,ADP,NOUN,VERB,ADV,ADP,NOUN,NOUN,NOUN,DET,BASE
16,35,5,5.857143,plos,0,introduction,DET,VERB,NOUN,NOUN,NOUN,VERB,ADV,ADP,ADJ,ADJ,NOUN,.,DET,VERB,ADP,NOUN,NOUN,VERB,ADV,VERB,VERB,ADV,VERB,NOUN,NOUN,ADP,VERB,DET,.,NOUN,ADJ,ADJ,ADP,ADV,VERB,NOUN,NOUN,NOUN,VERB,DET,MISC
17,29,6,5.344828,plos,0,introduction,ADP,ADP,PRON,DET,.,DET,NOUN,VERB,ADP,NOUN,NOUN,DET,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,DET,NOUN,NOUN,ADP,VERB,NOUN,DET,.,DET,PRON,ADP,ADP,MISC
18,27,5,5.37037,plos,0,introduction,ADV,.,DET,NOUN,ADV,VERB,ADP,NOUN,ADP,NOUN,ADP,NOUN,NOUN,.,VERB,ADV,ADJ,NOUN,ADV,NOUN,NOUN,ADV,NOUN,ADJ,ADV,VERB,.,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADP,VERB,ADV,NOUN,DET,.,ADV,MISC
19,24,7,6.375,plos,0,introduction,NOUN,.,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,.,ADJ,NOUN,VERB,DET,DET,VERB,NOUN,ADJ,.,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,.,NOUN,MISC
20,29,4,5.310345,plos,0,introduction,DET,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,ADV,VERB,ADV,.,DET,NOUN,DET,NOUN,ADP,DET,DET,ADP,NOUN,DET,NOUN,DET,.,ADV,VERB,ADV,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,DET,MISC
21,41,5,5.731707,plos,0,introduction,DET,NOUN,NOUN,PRT,VERB,NOUN,ADJ,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,ADP,ADJ,ADP,DET,ADJ,NOUN,NOUN,ADJ,DET,ADP,ADJ,ADP,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,ADJ,NOUN,VERB,PRT,NOUN,NOUN,DET,MISC
22,21,5,4.619048,plos,0,introduction,DET,NOUN,NOUN,NOUN,DET,NUM,NOUN,ADP,NOUN,ADP,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,ADP,NOUN,ADP,NOUN,NUM,DET,NOUN,NOUN,NOUN,DET,AIM
23,26,6.5,5.884615,plos,0,introduction,DET,NOUN,VERB,ADV,VERB,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,ADJ,.,VERB,CONJ,NOUN,ADJ,NOUN,ADP,ADP,NOUN,ADJ,NOUN,CONJ,VERB,.,ADJ,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,VERB,ADV,VERB,NOUN,DET,OWN
24,26,5,5.192308,plos,0,introduction,NOUN,VERB,VERB,VERB,VERB,PRT,VERB,DET,NOUN,NOUN,ADP,NOUN,NOUN,ADP,NOUN,PRT,DET,NOUN,ADP,ADJ,ADJ,ADP,NOUN,DET,PRT,NOUN,ADP,NOUN,NOUN,ADP,NOUN,NOUN,DET,VERB,PRT,VERB,VERB,VERB,VERB,NOUN,OWN
25,23,4,5.173913,plos,0,introduction,VERB,ADV,VERB,PRT,ADV,VERB,ADV,DET,NOUN,NOUN,ADP,NOUN,NOUN,VERB,VERB,PRT,DET,ADP,DET,NUM,NUM,DET,ADP,DET,PRT,VERB,VERB,NOUN,NOUN,ADP,NOUN,NOUN,DET,ADV,VERB,ADV,PRT,VERB,ADV,VERB,OWN
26,20,6,6,plos,0,introduction,DET,VERB,NOUN,ADP,VERB,NOUN,VERB,VERB,ADJ,NOUN,VERB,ADJ,CONJ,ADJ,NOUN,NOUN,ADP,ADV,DET,NOUN,NOUN,DET,ADV,ADP,NOUN,NOUN,ADJ,CONJ,ADJ,VERB,NOUN,ADJ,VERB,VERB,NOUN,VERB,ADP,NOUN,VERB,DET,OWN
27,20,5,5.6,plos,0,introduction,DET,ADV,ADJ,NOUN,.,ADV,.,VERB,VERB,ADP,ADJ,NOUN,NOUN,ADP,DET,ADJ,NOUN,.,CONJ,ADV,ADV,CONJ,.,NOUN,ADJ,DET,ADP,NOUN,NOUN,ADJ,ADP,VERB,VERB,.,ADV,.,NOUN,ADJ,ADV,DET,OWN
28,11,4,5,plos,0,introduction,DET,NOUN,VERB,ADJ,ADP,DET,ADP,DET,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,DET,ADP,DET,ADP,ADJ,VERB,NOUN,DET,OWN
29,42,5.5,6.261905,plos,0,introduction,DET,NOUN,NOUN,ADV,VERB,ADV,DET,ADJ,ADJ,NOUN,NOUN,VERB,PRT,DET,ADV,VERB,NOUN,NOUN,.,CONJ,CONJ,.,NOUN,NOUN,VERB,ADV,DET,PRT,VERB,NOUN,NOUN,ADJ,ADJ,DET,ADV,VERB,ADV,NOUN,NOUN,DET,OWN
0,20,5.5,6.15,plos,1,abstract,ADJ,ADJ,NOUN,VERB,ADP,NOUN,ADV,ADV,ADP,DET,NOUN,NOUN,ADP,ADJ,NOUN,ADP,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADJ,ADP,NOUN,NOUN,DET,ADP,ADV,ADV,NOUN,ADP,VERB,NOUN,ADJ,ADJ,MISC
1,27,6,6,plos,1,abstract,DET,ADV,VERB,ADJ,NOUN,ADP,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,PRT,PRT,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,ADP,NOUN,ADJ,VERB,ADV,DET,MISC
2,24,4.5,5.291667,plos,1,abstract,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,PRT,VERB,DET,NOUN,ADP,ADJ,NOUN,CONJ,PRT,ADV,VERB,DET,NOUN,NOUN,DET,VERB,ADV,PRT,CONJ,NOUN,ADJ,ADP,NOUN,DET,VERB,PRT,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,AIM
3,22,5,5.272727,plos,1,abstract,PRT,DET,NOUN,.,PRON,VERB,NOUN,NOUN,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,NOUN,ADJ,NOUN,ADP,DET,DET,ADP,NOUN,ADJ,NOUN,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,NOUN,NOUN,VERB,PRON,.,NOUN,DET,PRT,OWN
4,19,6,5.421053,plos,1,abstract,NOUN,NOUN,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,VERB,VERB,.,VERB,ADP,ADJ,NOUN,NOUN,.,CONJ,ADJ,ADJ,CONJ,.,NOUN,NOUN,ADJ,ADP,VERB,.,VERB,VERB,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,NOUN,NOUN,OWN
5,13,6,5.923077,plos,1,abstract,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,VERB,ADP,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,ADP,VERB,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,OWN
6,25,5,6.08,plos,1,abstract,ADV,.,DET,ADV,VERB,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,PRT,VERB,ADV,VERB,ADP,DET,ADJ,ADJ,ADJ,ADJ,DET,ADP,VERB,ADV,VERB,PRT,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,ADV,DET,.,ADV,OWN
7,21,7,6.142857,plos,1,introduction,ADP,DET,NOUN,.,DET,NOUN,ADP,ADJ,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,DET,ADJ,NOUN,ADP,DET,NOUN,NOUN,DET,ADP,NOUN,ADJ,DET,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADJ,ADP,NOUN,DET,.,NOUN,DET,ADP,MISC
8,34,7,6.088235,plos,1,introduction,VERB,NOUN,ADP,DET,ADJ,NOUN,VERB,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,ADJ,NOUN,.,ADP,DET,DET,ADP,.,NOUN,ADJ,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,VERB,NOUN,ADJ,DET,ADP,NOUN,VERB,MISC
9,48,6,5.895833,plos,1,introduction,ADP,DET,ADJ,NOUN,DET,VERB,VERB,PRON,VERB,.,ADP,NOUN,.,VERB,ADJ,NOUN,NOUN,ADP,ADJ,ADP,ADP,ADJ,ADP,NOUN,NOUN,ADJ,VERB,.,NOUN,ADP,.,VERB,PRON,VERB,VERB,DET,NOUN,ADJ,DET,ADP,OWN
10,30,6,5.933333,plos,1,introduction,ADP,ADP,ADJ,NOUN,.,ADJ,NOUN,VERB,DET,ADJ,ADJ,NOUN,DET,VERB,ADP,DET,ADV,ADJ,NOUN,ADP,ADP,NOUN,ADJ,ADV,DET,ADP,VERB,DET,NOUN,ADJ,ADJ,DET,VERB,NOUN,ADJ,.,NOUN,ADJ,ADP,ADP,MISC
11,23,5,5.565217,plos,1,introduction,DET,VERB,ADP,NOUN,ADP,NOUN,NOUN,VERB,ADV,VERB,NOUN,.,CONJ,DET,NOUN,VERB,VERB,VERB,ADP,NOUN,NOUN,ADP,VERB,VERB,VERB,NOUN,DET,CONJ,.,NOUN,VERB,ADV,VERB,NOUN,NOUN,ADP,NOUN,ADP,VERB,DET,MISC
12,17,7,6.823529,plos,1,introduction,ADV,.,ADJ,NOUN,VERB,VERB,ADJ,NOUN,CONJ,NOUN,NOUN,ADJ,ADP,PRON,ADJ,NOUN,NOUN,NOUN,.,?,?,.,NOUN,NOUN,NOUN,ADJ,PRON,ADP,ADJ,NOUN,NOUN,CONJ,NOUN,ADJ,VERB,VERB,NOUN,ADJ,.,ADV,MISC
13,33,5,5.939394,plos,1,introduction,VERB,PRT,DET,NOUN,NOUN,NOUN,.,NOUN,VERB,ADV,VERB,VERB,ADP,VERB,ADJ,NOUN,.,ADJ,ADP,DET,DET,ADP,ADJ,.,NOUN,ADJ,VERB,ADP,VERB,VERB,ADV,VERB,NOUN,.,NOUN,NOUN,NOUN,DET,PRT,VERB,MISC
14,42,5,5.047619,plos,1,introduction,DET,NOUN,ADP,NOUN,ADP,VERB,NOUN,NOUN,VERB,ADP,PRON,VERB,VERB,PRT,DET,NOUN,ADP,NOUN,NOUN,ADP,ADP,NOUN,NOUN,ADP,NOUN,DET,PRT,VERB,VERB,PRON,ADP,VERB,NOUN,NOUN,VERB,ADP,NOUN,ADP,NOUN,DET,MISC
15,38,6,5.473684,plos,1,introduction,DET,NOUN,NOUN,NOUN,ADP,ADV,VERB,NOUN,ADP,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,.,DET,VERB,NOUN,NOUN,VERB,DET,.,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,ADP,NOUN,VERB,ADV,ADP,NOUN,NOUN,NOUN,DET,BASE
16,35,5,5.857143,plos,1,introduction,DET,VERB,NOUN,NOUN,NOUN,VERB,ADV,ADP,ADJ,ADJ,NOUN,.,DET,VERB,ADP,NOUN,NOUN,VERB,ADV,VERB,VERB,ADV,VERB,NOUN,NOUN,ADP,VERB,DET,.,NOUN,ADJ,ADJ,ADP,ADV,VERB,NOUN,NOUN,NOUN,VERB,DET,MISC
17,29,6,5.344828,plos,1,introduction,ADP,ADP,PRON,DET,.,DET,NOUN,VERB,ADP,NOUN,NOUN,DET,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,DET,NOUN,NOUN,ADP,VERB,NOUN,DET,.,DET,PRON,ADP,ADP,MISC
18,27,5,5.37037,plos,1,introduction,ADV,.,DET,NOUN,ADV,VERB,ADP,NOUN,ADP,NOUN,ADP,NOUN,NOUN,.,VERB,ADV,ADJ,NOUN,ADV,NOUN,NOUN,ADV,NOUN,ADJ,ADV,VERB,.,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADP,VERB,ADV,NOUN,DET,.,ADV,MISC
19,24,7,6.375,plos,1,introduction,NOUN,.,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,.,ADJ,NOUN,VERB,DET,DET,VERB,NOUN,ADJ,.,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,.,NOUN,MISC
20,29,4,5.310345,plos,1,introduction,DET,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,ADV,VERB,ADV,.,DET,NOUN,DET,NOUN,ADP,DET,DET,ADP,NOUN,DET,NOUN,DET,.,ADV,VERB,ADV,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,DET,MISC
21,41,5,5.731707,plos,1,introduction,DET,NOUN,NOUN,PRT,VERB,NOUN,ADJ,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,ADP,ADJ,ADP,DET,ADJ,NOUN,NOUN,ADJ,DET,ADP,ADJ,ADP,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,ADJ,NOUN,VERB,PRT,NOUN,NOUN,DET,MISC
22,21,5,4.619048,plos,1,introduction,DET,NOUN,NOUN,NOUN,DET,NUM,NOUN,ADP,NOUN,ADP,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,ADP,NOUN,ADP,NOUN,NUM,DET,NOUN,NOUN,NOUN,DET,AIM
23,26,6.5,5.884615,plos,1,introduction,DET,NOUN,VERB,ADV,VERB,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,ADJ,.,VERB,CONJ,NOUN,ADJ,NOUN,ADP,ADP,NOUN,ADJ,NOUN,CONJ,VERB,.,ADJ,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,VERB,ADV,VERB,NOUN,DET,OWN
24,26,5,5.192308,plos,1,introduction,NOUN,VERB,VERB,VERB,VERB,PRT,VERB,DET,NOUN,NOUN,ADP,NOUN,NOUN,ADP,NOUN,PRT,DET,NOUN,ADP,ADJ,ADJ,ADP,NOUN,DET,PRT,NOUN,ADP,NOUN,NOUN,ADP,NOUN,NOUN,DET,VERB,PRT,VERB,VERB,VERB,VERB,NOUN,OWN
25,23,4,5.173913,plos,1,introduction,VERB,ADV,VERB,PRT,ADV,VERB,ADV,DET,NOUN,NOUN,ADP,NOUN,NOUN,VERB,VERB,PRT,DET,ADP,DET,NUM,NUM,DET,ADP,DET,PRT,VERB,VERB,NOUN,NOUN,ADP,NOUN,NOUN,DET,ADV,VERB,ADV,PRT,VERB,ADV,VERB,MISC
26,20,6,6,plos,1,introduction,DET,VERB,NOUN,ADP,VERB,NOUN,VERB,VERB,ADJ,NOUN,VERB,ADJ,CONJ,ADJ,NOUN,NOUN,ADP,ADV,DET,NOUN,NOUN,DET,ADV,ADP,NOUN,NOUN,ADJ,CONJ,ADJ,VERB,NOUN,ADJ,VERB,VERB,NOUN,VERB,ADP,NOUN,VERB,DET,OWN
27,20,5,5.6,plos,1,introduction,DET,ADV,ADJ,NOUN,.,ADV,.,VERB,VERB,ADP,ADJ,NOUN,NOUN,ADP,DET,ADJ,NOUN,.,CONJ,ADV,ADV,CONJ,.,NOUN,ADJ,DET,ADP,NOUN,NOUN,ADJ,ADP,VERB,VERB,.,ADV,.,NOUN,ADJ,ADV,DET,OWN
28,11,4,5,plos,1,introduction,DET,NOUN,VERB,ADJ,ADP,DET,ADP,DET,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,DET,ADP,DET,ADP,ADJ,VERB,NOUN,DET,OWN
29,42,5.5,6.261905,plos,1,introduction,DET,NOUN,NOUN,ADV,VERB,ADV,DET,ADJ,ADJ,NOUN,NOUN,VERB,PRT,DET,ADV,VERB,NOUN,NOUN,.,CONJ,CONJ,.,NOUN,NOUN,VERB,ADV,DET,PRT,VERB,NOUN,NOUN,ADJ,ADJ,DET,ADV,VERB,ADV,NOUN,NOUN,DET,OWN
0,24,4,4.916667,plos,0,abstract,DET,NOUN,NOUN,ADP,ADJ,NOUN,ADP,DET,ADJ,NOUN,VERB,VERB,VERB,PRT,VERB,ADP,DET,NOUN,ADP,ADJ,ADJ,ADP,NOUN,DET,ADP,VERB,PRT,VERB,VERB,VERB,NOUN,ADJ,DET,ADP,NOUN,ADJ,ADP,NOUN,NOUN,DET,MISC
1,30,5,5.866667,plos,0,abstract,PRON,VERB,ADV,VERB,VERB,ADP,NOUN,ADP,VERB,.,ADP,NOUN,PRT,DET,NOUN,NOUN,DET,VERB,DET,ADJ,ADJ,DET,VERB,DET,NOUN,NOUN,DET,PRT,NOUN,ADP,.,VERB,ADP,NOUN,ADP,VERB,VERB,ADV,VERB,PRON,MISC
2,16,4.5,5.1875,plos,0,abstract,DET,NOUN,VERB,VERB,PRT,DET,NOUN,ADP,DET,NOUN,VERB,VERB,DET,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,DET,VERB,VERB,NOUN,DET,ADP,NOUN,DET,PRT,VERB,VERB,NOUN,DET,MISC
